parts_count,machine_status,job_id,machine_id,created_at,updated_at,total_run_time,total_cutting_time,run_time,feed_rate,cutting_speed,spindle_speed,spindle_load,axis_load,axis_name,programe_number,programe_description,run_second,total_run_second
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:49:42 UTC,2017-08-09 03:49:42 UTC,4982,219604,18,0,6001,,,,,3523,,,
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:50:05 UTC,2017-08-09 03:50:05 UTC,4982,219604,18,2091,6001,,,,,3523,,,
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:50:27 UTC,2017-08-09 03:50:27 UTC,4982,219604,19,2091,6000,,,,,3523,,,
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:50:51 UTC,2017-08-09 03:50:51 UTC,4983,219605,19,26000,6001,,,,,3523,,,
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:51:13 UTC,2017-08-09 03:51:13 UTC,4983,219605,19,2097,6001,,,,,3523,,,
0,3,"",53,2017-08-09 03:51:36 UTC,2017-08-09 03:51:36 UTC,4984,219605,20,0,4952,,,,,3523,,,
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:51:58 UTC,2017-08-09 03:51:58 UTC,4984,219605,20,280,2799,,,,,3523,,,
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:52:21 UTC,2017-08-09 03:52:21 UTC,4984,219606,20,1000,5199,,,,,3523,,,
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:52:43 UTC,2017-08-09 03:52:43 UTC,4985,219606,21,1000,5200,,,,,3523,,,
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:53:06 UTC,2017-08-09 03:53:06 UTC,4985,219606,21,1000,5200,,,,,3523,,,
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:53:28 UTC,2017-08-09 03:53:28 UTC,4985,219607,22,700,5199,,,,,3523,,,
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:53:51 UTC,2017-08-09 03:53:51 UTC,4986,219607,22,0,5199,,,,,3523,,,
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:54:13 UTC,2017-08-09 03:54:13 UTC,4986,219607,22,1500,5199,,,,,3523,,,
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:54:36 UTC,2017-08-09 03:54:36 UTC,4987,219607,23,0,5200,,,,,3523,,,
0,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:54:58 UTC,2017-08-09 03:54:58 UTC,4987,219608,23,700,5199,,,,,3523,,,
0,2,"",53,2017-08-09 03:55:21 UTC,2017-08-09 03:55:21 UTC,4987,219608,23,0,0,,,,,3523,,,
0,2,"",53,2017-08-09 03:55:43 UTC,2017-08-09 03:55:43 UTC,4987,219608,23,0,0,,,,,3523,,,
0,2,"",53,2017-08-09 03:56:06 UTC,2017-08-09 03:56:06 UTC,4987,219608,23,0,0,,,,,3523,,,
0,2,"",53,2017-08-09 03:56:28 UTC,2017-08-09 03:56:28 UTC,4987,219608,23,0,0,,,,,3523,,,
0,2,"",53,2017-08-09 03:56:50 UTC,2017-08-09 03:56:50 UTC,4987,219608,23,0,0,,,,,3523,,,
0,2,"",53,2017-08-09 03:57:13 UTC,2017-08-09 03:57:13 UTC,4987,219608,23,0,0,,,,,3523,,,
0,2,"",53,2017-08-09 03:57:35 UTC,2017-08-09 03:57:35 UTC,4987,219608,23,0,0,,,,,3523,,,
0,2,"",53,2017-08-09 03:58:01 UTC,2017-08-09 03:58:01 UTC,4987,219608,23,0,0,,,,,3523,,,
0,2,"",53,2017-08-09 03:58:25 UTC,2017-08-09 03:58:25 UTC,4987,219608,23,0,0,,,,,3523,,,
0,2,"",53,2017-08-09 03:58:47 UTC,2017-08-09 03:58:47 UTC,4987,219608,23,0,0,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:59:10 UTC,2017-08-09 03:59:10 UTC,4988,219608,0,1800,2500,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:59:32 UTC,2017-08-09 03:59:32 UTC,4988,219608,0,26000,2501,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 03:59:55 UTC,2017-08-09 03:59:55 UTC,4988,219609,1,1800,2501,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:00:17 UTC,2017-08-09 04:00:17 UTC,4989,219609,1,1800,2500,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:00:40 UTC,2017-08-09 04:00:40 UTC,4989,219609,1,1800,2498,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:01:02 UTC,2017-08-09 04:01:02 UTC,4989,219609,2,0,2500,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:01:24 UTC,2017-08-09 04:01:24 UTC,4990,219610,2,0,2500,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:01:47 UTC,2017-08-09 04:01:47 UTC,4990,219610,2,26000,1698,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:02:09 UTC,2017-08-09 04:02:09 UTC,4991,219610,3,123,1699,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:02:32 UTC,2017-08-09 04:02:32 UTC,4991,219610,3,170,1697,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:02:54 UTC,2017-08-09 04:02:54 UTC,4991,219611,4,170,1699,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:03:17 UTC,2017-08-09 04:03:17 UTC,4992,219611,4,170,1699,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:03:39 UTC,2017-08-09 04:03:39 UTC,4992,219611,4,0,1699,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:04:02 UTC,2017-08-09 04:04:02 UTC,4992,219611,5,0,1699,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:04:24 UTC,2017-08-09 04:04:24 UTC,4993,219611,5,0,3000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:04:47 UTC,2017-08-09 04:04:47 UTC,4993,219612,5,0,2998,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:05:09 UTC,2017-08-09 04:05:09 UTC,4994,219612,6,450,4499,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:05:31 UTC,2017-08-09 04:05:31 UTC,4994,219612,6,0,4499,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:05:54 UTC,2017-08-09 04:05:54 UTC,4994,219612,7,450,4498,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:06:16 UTC,2017-08-09 04:06:16 UTC,4995,219612,7,450,4496,,,,,3523,,,
1,2,"",53,2017-08-09 04:06:39 UTC,2017-08-09 04:06:39 UTC,4995,219612,7,0,0,,,,,3523,,,
1,2,"",53,2017-08-09 04:07:01 UTC,2017-08-09 04:07:01 UTC,4995,219612,7,0,0,,,,,3523,,,
1,2,"",53,2017-08-09 04:07:24 UTC,2017-08-09 04:07:24 UTC,4995,219612,7,0,0,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:07:46 UTC,2017-08-09 04:07:46 UTC,4995,219612,7,0,3090,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:08:09 UTC,2017-08-09 04:08:09 UTC,4995,219613,7,450,4498,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:08:31 UTC,2017-08-09 04:08:31 UTC,4996,219613,8,450,4499,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:08:53 UTC,2017-08-09 04:08:53 UTC,4996,219613,8,0,4499,,,,,3523,,,
1,2,"",53,2017-08-09 04:09:16 UTC,2017-08-09 04:09:16 UTC,4996,219613,8,0,0,,,,,3523,,,
1,3,"",53,2017-08-09 04:09:38 UTC,2017-08-09 04:09:38 UTC,4996,219613,9,0,0,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:10:01 UTC,2017-08-09 04:10:01 UTC,4997,219613,9,140,1400,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:10:28 UTC,2017-08-09 04:10:28 UTC,4997,219613,9,0,356,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:10:51 UTC,2017-08-09 04:10:51 UTC,4998,219614,10,160,3599,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:11:13 UTC,2017-08-09 04:11:13 UTC,4998,219614,10,160,3599,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:11:36 UTC,2017-08-09 04:11:36 UTC,4998,219614,11,18839,3500,,,,,3523,,,
1,3,"",53,2017-08-09 04:11:58 UTC,2017-08-09 04:11:58 UTC,4999,219614,11,0,1,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:12:21 UTC,2017-08-09 04:12:21 UTC,4999,219614,11,180,1499,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:12:43 UTC,2017-08-09 04:12:43 UTC,4999,219614,12,480,3999,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:13:09 UTC,2017-08-09 04:13:09 UTC,5000,219615,12,10714,1805,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:13:35 UTC,2017-08-09 04:13:35 UTC,5000,219615,13,120,1799,,,,,3523,,,
1,3,"",53,2017-08-09 04:13:57 UTC,2017-08-09 04:13:57 UTC,5001,219615,13,26000,1,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:14:19 UTC,2017-08-09 04:14:19 UTC,5001,219616,13,250,2500,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:14:42 UTC,2017-08-09 04:14:42 UTC,5001,219616,14,0,5000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:15:04 UTC,2017-08-09 04:15:04 UTC,5002,219616,14,1200,5000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:15:27 UTC,2017-08-09 04:15:27 UTC,5002,219616,14,0,5000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:15:49 UTC,2017-08-09 04:15:49 UTC,5003,219616,15,0,4999,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:16:12 UTC,2017-08-09 04:16:12 UTC,5003,219616,15,100,1000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:16:35 UTC,2017-08-09 04:16:35 UTC,5003,219617,16,100,999,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:16:57 UTC,2017-08-09 04:16:57 UTC,5004,219617,16,100,998,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:17:20 UTC,2017-08-09 04:17:20 UTC,5004,219617,16,26000,2000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:17:42 UTC,2017-08-09 04:17:42 UTC,5004,219617,17,302,2000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:18:05 UTC,2017-08-09 04:18:05 UTC,5005,219618,17,300,2000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:18:27 UTC,2017-08-09 04:18:27 UTC,5005,219618,17,5000,6000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:18:50 UTC,2017-08-09 04:18:50 UTC,5005,219618,18,2091,6000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:19:12 UTC,2017-08-09 04:19:12 UTC,5006,219618,18,4943,6000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:19:35 UTC,2017-08-09 04:19:35 UTC,5006,219619,18,2091,6000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:19:57 UTC,2017-08-09 04:19:57 UTC,5007,219619,19,1780,6000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:20:20 UTC,2017-08-09 04:20:20 UTC,5007,219619,19,2097,6001,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:20:42 UTC,2017-08-09 04:20:42 UTC,5007,219620,20,2097,6000,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:21:05 UTC,2017-08-09 04:21:05 UTC,5008,219620,20,0,2799,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:21:27 UTC,2017-08-09 04:21:27 UTC,5008,219620,20,1000,5199,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:21:50 UTC,2017-08-09 04:21:50 UTC,5008,219620,21,1000,5199,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:22:12 UTC,2017-08-09 04:22:12 UTC,5009,219621,21,1000,5199,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:22:35 UTC,2017-08-09 04:22:35 UTC,5009,219621,21,700,5200,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:22:58 UTC,2017-08-09 04:22:58 UTC,5010,219621,22,700,5199,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:23:20 UTC,2017-08-09 04:23:20 UTC,5010,219621,22,1000,5200,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:23:43 UTC,2017-08-09 04:23:43 UTC,5010,219622,23,1000,5199,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:24:05 UTC,2017-08-09 04:24:05 UTC,5011,219622,23,700,5199,,,,,3523,,,
1,2,"",53,2017-08-09 04:24:28 UTC,2017-08-09 04:24:28 UTC,5011,219622,23,0,0,,,,,3523,,,
1,2,"",53,2017-08-09 04:24:50 UTC,2017-08-09 04:24:50 UTC,5011,219622,23,0,0,,,,,3523,,,
1,2,"",53,2017-08-09 04:25:13 UTC,2017-08-09 04:25:13 UTC,5011,219622,23,0,0,,,,,3523,,,
1,2,"",53,2017-08-09 04:25:35 UTC,2017-08-09 04:25:35 UTC,5011,219622,23,0,0,,,,,3523,,,
1,2,"",53,2017-08-09 04:25:58 UTC,2017-08-09 04:25:58 UTC,5011,219622,23,0,0,,,,,3523,,,
1,2,"",53,2017-08-09 04:26:20 UTC,2017-08-09 04:26:20 UTC,5011,219622,23,0,0,,,,,3523,,,
1,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:26:43 UTC,2017-08-09 04:26:43 UTC,5011,219622,23,0,0,,,,,3523,,,
1,2,"",53,2017-08-09 04:27:05 UTC,2017-08-09 04:27:05 UTC,5011,219622,23,0,0,,,,,3523,,,
1,2,"",53,2017-08-09 04:27:28 UTC,2017-08-09 04:27:28 UTC,5011,219622,23,0,0,,,,,3523,,,
1,2,"",53,2017-08-09 04:27:50 UTC,2017-08-09 04:27:50 UTC,5011,219622,23,0,0,,,,,3523,,,
1,2,"",53,2017-08-09 04:28:13 UTC,2017-08-09 04:28:13 UTC,5011,219622,23,0,0,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:28:35 UTC,2017-08-09 04:28:35 UTC,5011,219622,0,2500,2503,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:28:58 UTC,2017-08-09 04:28:58 UTC,5012,219623,0,1800,2502,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:29:20 UTC,2017-08-09 04:29:20 UTC,5012,219623,0,1800,2499,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:29:43 UTC,2017-08-09 04:29:43 UTC,5013,219623,1,2500,2499,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:30:06 UTC,2017-08-09 04:30:06 UTC,5013,219623,1,0,2499,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:30:28 UTC,2017-08-09 04:30:28 UTC,5013,219624,2,0,2500,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:30:51 UTC,2017-08-09 04:30:51 UTC,5014,219624,2,0,2499,,,,,3523,,,
2,3,"",53,2017-08-09 04:31:13 UTC,2017-08-09 04:31:13 UTC,5014,219624,2,0,2500,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:31:36 UTC,2017-08-09 04:31:36 UTC,5014,219624,3,170,1698,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:31:58 UTC,2017-08-09 04:31:58 UTC,5015,219625,3,170,1699,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:32:21 UTC,2017-08-09 04:32:21 UTC,5015,219625,3,170,1698,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:32:44 UTC,2017-08-09 04:32:44 UTC,5016,219625,4,0,1699,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:33:06 UTC,2017-08-09 04:33:06 UTC,5016,219625,4,170,1699,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:33:28 UTC,2017-08-09 04:33:28 UTC,5016,219626,5,170,1700,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:33:51 UTC,2017-08-09 04:33:51 UTC,5017,219626,5,360,2999,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:34:14 UTC,2017-08-09 04:34:14 UTC,5017,219626,5,360,3000,,,,,3523,,,
2,3,"",53,2017-08-09 04:34:36 UTC,2017-08-09 04:34:36 UTC,5017,219626,6,0,0,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:34:59 UTC,2017-08-09 04:34:59 UTC,5018,219626,6,450,4500,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:35:21 UTC,2017-08-09 04:35:21 UTC,5018,219626,6,450,4501,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:35:44 UTC,2017-08-09 04:35:44 UTC,5019,219627,7,0,4499,,,,,3523,,,
2,2,"",53,2017-08-09 04:36:07 UTC,2017-08-09 04:36:07 UTC,5019,219627,7,0,0,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:36:29 UTC,2017-08-09 04:36:29 UTC,5019,219627,7,450,4500,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:36:52 UTC,2017-08-09 04:36:52 UTC,5020,219627,8,450,4500,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:37:14 UTC,2017-08-09 04:37:14 UTC,5020,219627,8,0,4498,,,,,3523,,,
2,2,"",53,2017-08-09 04:37:37 UTC,2017-08-09 04:37:37 UTC,5020,219628,8,0,0,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:37:59 UTC,2017-08-09 04:37:59 UTC,5021,219628,9,0,1400,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:38:22 UTC,2017-08-09 04:38:22 UTC,5021,219628,9,26000,0,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:38:44 UTC,2017-08-09 04:38:44 UTC,5021,219628,10,26000,3599,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:39:07 UTC,2017-08-09 04:39:07 UTC,5022,219628,10,320,3598,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:39:29 UTC,2017-08-09 04:39:29 UTC,5022,219628,10,320,3599,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:39:52 UTC,2017-08-09 04:39:52 UTC,5022,219628,11,480,3500,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:40:14 UTC,2017-08-09 04:40:14 UTC,5023,219629,11,180,1500,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:40:37 UTC,2017-08-09 04:40:37 UTC,5023,219629,11,0,1499,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:41:00 UTC,2017-08-09 04:41:00 UTC,5024,219629,12,16179,4003,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:41:22 UTC,2017-08-09 04:41:22 UTC,5024,219629,12,120,1800,,,,,3523,,,
2,3,(*BLOCK MOUNTING 1ST OPN-10*),53,2017-08-09 04:41:44 UTC,2017-08-09 04:41:44 UTC,5024,219629,13,120,1800,,,,,3523,,,
